,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,fees,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
21,Northwestern University,Center for Talent Development,Dynamic Leadership: Skills & Strategies for Success (7-10),Leadership & Service,"A skill-building course in the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10 a.m. – 12 p.m. CDT (UTC-05:00). Students should expect 6-7 hours of independent course work per week.Broadcasting executive Donald McGannon noted “Leadership is action, not position.” Learn how to build networks and consensus, tackle difficult decisions, use creative problem solving, and lead meaningful dialogue. Come away with skills and strategies to take your leadership capacity to the next level. ",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/19/2023,0,,No,$635,07/24/2023,08/04/2023,"
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1097"
22,Northwestern University,Center for Talent Development,Effective Essay Writing ,English & Language Arts,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.This course is designed to help students effectively apply the correct structure and formatting of an effective essay. Writing is an essential skill that is utilized for various institutions, college/university admissions, various careers, and a simple representation of placing remarkable ideas in the form of writing. Through this course, students will be exposed to various forms of reading, writing styles, timed essays along with various techniques aimed to enhance their already creative minds. Students will explore a variety of expository, persuasive, compare & contrast, as well as narrative essays to name a few.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$785,09/06/2023,01/11/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1104"
23,Northwestern University,Center for Talent Development,Espionage: Counterintelligence in History,Arts & Humanities,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.Students will explore espionage- and counterintelligence-related topics spanning the Ancient World through today. Topics may include tactics used during the Roman Empire, spymasters during the American Revolution, development of technology during World War II, and counterintelligence used by businesses today. Through course materials, independent research, discussions, and writing assignments, students will study the impacts of intelligence/counterintelligence throughout history. Course materials will include readings, videos, and historical documents.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$785,09/06/2023,01/11/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1106"
24,Northwestern University,Center for Talent Development,European Literature Honors: The Classics,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start dateThis course introduces students to the development of various literary genres of the continental and island Europe. Through discussion and analysis of various literary genres and elements, this course seeks to enhance students’ awareness and appreciation of classical European literature. ",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1117"
25,Northwestern University,Center for Talent Development,Expository Writing Honors,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.From non-fiction books and magazine articles to school research papers and business memorandums, expository writing aims to inform the reader about a selected topic. This course will explore a variety of academic writing genres and will allow students to choose from a variety of topics and formats. Students will be able to revise their work after input from the teacher and other students. Students will create a strong writing portfolio and create presentations of their work and ideas in a variety of media.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1149"
26,Northwestern University,Center for Talent Development,Human Anatomy & Physiology,Science,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Examine the chemistry of cellular life, cell structure and function, human organization, major systems of the human body, human and medical genetics, DNA and biotechnology, human evolution, ecology, and population concerns. To develop lab skills required for advanced study in biology, perform dissections, as well as experiments in molecular genetics, histology, and the chemical composition of cells. This course helps prepare students for AP® Biology. ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120 $175,Yes,$2660,07/16/2023,08/04/2023,"
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1085"
27,Northwestern University,Center for Talent Development,Introduction to Thermodynamics,Science,"This is a three-week course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. How thermal energy is generated and delivered is fundamental to engineering feats such as: powering cities with electricity to the superconducting magnets in the Large Hadron Collider. In this course, students develop a conceptual understanding of thermal energy, the four fundamental laws of thermodynamics, and behavior of thermal energy in pure substances. ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120 $175,No,$2660,07/16/2023,08/04/2023,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1081"
28,Northwestern University,Center for Talent Development,Latin I Honors: Ecce Romani,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Stories about the Romans, their mythology and historical characters help reveal the structure of the Latin Language and provide the basis to rich vocabulary development. The application of grammatical knowledge to Latin stories is emphasized, enabling you to translate Latin stories.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1127"
29,Northwestern University,Center for Talent Development,Leadership & Technology (9-10),Leadership & Service,"A STEM focused course within the Leadership Intensive series. This course is 2 weeks with live online class meetings on Mondays, Wednesdays, and Fridays from 10AM – 12PM CDT (UTC-05:00). Technology has been harnessed by leaders in every field in the 21st century, but at what social cost? Explore technology's impact on the social world, how it helps or hinders social change, and its relationship with political, educational, and cultural institutions. Investigate the ethical dimensions of new technologies and compare and contrast concepts like technological determinism, techno-social systems, and persuasive technology. Do you have a choice to engage? ",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/19/2023,0,,No,$635,07/24/2023,08/04/2023,"
90th percentile or above on a nationally normed, standardized grade-level achievement test, or 
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available). Please note: Admission portfolio option is not available for all age levels in all programs.
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1099"
30,Northwestern University,Center for Talent Development,Literary Analysis Honors,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Students will examine universal themes and the use of literary and rhetorical devices by reading and reflecting on excerpts from major works of literature in the genres of fiction, poetry, essay, and drama. Students will reflect on the literature and participate in meaningful discussions and explorations that provoke perceptive observations and insights. In their analysis of literature, students will hone their critical reading skills and demonstrate their mastery of expository and analytical writing. The class will prepare students for AP® English Language & Composition and AP® English Literature & Composition courses.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1116"
31,Northwestern University,Center for Talent Development,"Mirror, Mirror: Multimedia Analysis of the Evolution of Folktales",English & Language Arts,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.This course focuses on stories and how they come to take on the shape they do. It will give students experience in researching and writing analytic essays focused on how literary motifs find their way into the world’s different and diverse cultures; starting with some of the simplest, fairy tales and progressing to some of the most complex works of world literature, Shakespeare, art, and music, ballet and opera.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$785,09/06/2023,01/11/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1108"
32,Northwestern University,Center for Talent Development,Neuroscience Honors,Science,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.The field of neuroscience encompasses the interdisciplinary principles of biology, chemistry, anatomy, physiology and psychology. Students explore topics from the anatomy and physiology of the brain to mental disorders associated with brain dysfunction. Activities include readings, discussion and participation in laboratory activities, such as a virtual eye dissection and the opportunity to analyze sleep data online. This advanced course is appropriate for high school students interested in pursuing advanced courses in biology or psychology and equivalent to an introductory college level course.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,$25,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1126"
33,Northwestern University,Center for Talent Development,Physics Honors,Science,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Physics Honors is an introductory course covering topics equivalent to a full year of high school Physics at the Honors level. Apply the universal principles of physics, gain an appreciation of mathematics, and develop your understanding of the major concepts via hands-on experiments, virtual simulations, and investigations. Students will study Newtonian physics, electricity and magnetism, waves and optics, and early modern physics.
 ",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,$25,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1125"
34,Northwestern University,Center for Talent Development,Pre-Calculus Honors,Mathematics,"This is a three-week, 2-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Build upon advanced algebra. Topics include linear, quadratic, polynomial, exponential, logarithmic, and trigonometric functions. Students apply vectors, sequences, series, and matrices to solve problems. Advanced topics include functions and graphs, trigonometry, and discrete mathematics. Pre-Calculus Honors is a full-year high school course in an accelerated format and prepares students for taking AP® Calculus AB.   
OFFERED: June 25 – July 14, 2023  and July 16 – August 4, 2023  ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120,Yes,$2660,07/16/2023,08/04/2023,"
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1079"
35,Northwestern University,Center for Talent Development,Pre-Calculus Honors,Mathematics,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.This course covers topics in the fields of functions and graphs, polynomials, logarithms and exponentials, analytic trigonometry, systems of equations and inequalities, matrices, sequence/series and probability, analytic geometry and limits. While some of the content ovelaps with a traditional Alg II/Trig course, Pre-Calculus Honors goes into further depth and rigor. There are self-check assessments included in each chapter and a quiz at the end of each chapter. There are 5 unit tests through the course that must be proctored. This course is designed to prepare a student for success in AP Calculus AB by providing strong foundations in functions, trigonometry and mathematical modeling.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1122"
36,Northwestern University,Center for Talent Development,Pre-Med: Pathophysiology,Science,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 8-10 hours of coursework per week and have 13-15 weeks to complete the course depending on start date.Pathophysiology is the study of diseases in the human body.This course will focus on cell structure, the human body’s defense mechanisms, and the disease development process.Students will become acquainted with human body systems, learn how diseases andillness can afflict different parts of the body via the body systems and the role of genes and chromosomes.This course is a good precursor to advanced classes in biology, anatomy & physiology and medical sciences.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$785,09/06/2023,01/11/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1105"
37,Northwestern University,Center for Talent Development,Principles of Genetic Engineering,Science,"This is a three-week, 1-credit course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. The twenty-first century has been described as the “Age of Genetics.” Explore the principles of genetics and molecular methods that scientists use in recombinant DNA technology. Understand how recombinant molecules are generated, applied in medicine, and used to create genetically modified organisms. Engage in bioethical discussions, design original lab research. 
OFFERED: July 16 – August 4, 2023 ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120 $175,Yes,$2660,07/16/2023,08/04/2023,"
Requisite scores on above-grade-level test through CTD Assessment (formerly NUMATS) or similar program:

	
PSAT 8/9®, SCAT, or I-Excel test taken in grade 5 or 6 (if applying as a 7th or 8th grade student)
ACT® or SAT® test taken in grade 6, 7, 8 or 9, or


Requisite scores on ACT®, SAT®, PreACT®, or PSAT/NMSQT® test taken in grade 10 or 11, or
Successful completion, within the past two years, of a previous CTD Indigo Tier course with the same qualifying subject area criteria, or
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1084"
38,Northwestern University,Center for Talent Development,Programming C++ Honors,Technology & Engineering,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.This course provides students with a solid foundation in the same programming language that game designers use. In the first half of the course, beginning students will learn to compile and run programs, use variables to store and manipulate different kinds of data, implement decisions using if statements, and correct use while, for and do loops. In the second half of the course, beginners will learn to write their own functions and collect and process data in arrays and vectors. Students who come to the course with C++ experience will be able to skip sections or move more quickly through them to have the opportunity to explore more advanced topics such as pointers and structures, streams, classes, inheritance, recursion, sorting and searching, overload operators, memory management, template classes and functions, and advanced data structures.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1148"
39,Northwestern University,Center for Talent Development,Psychology,Arts & Humanities,"This is a 1 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 14-18 weeks to complete the course depending on start date.This course is designed to familiarize students with the scientific study of the behavior and mental processes of humans and animals. This course exposes students to how psychologists generate hypotheses from various perspectives: questions about the relationship between the brain and behavior, perception, learning, cognition, development, social behavior, psychopathology, and psychotherapy. Students will also investigate the various methods psychologists utilize to answer research questions and become acquainted with many of the most significant findings in the field of psychology. The course emphasizes thinking critically about psychological evidence to evaluate the validity of the findings and discovering how psychology is relevant to important issues in everyday life.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$785,09/06/2023,01/11/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1107"
40,Northwestern University,Center for Talent Development,Public Health: Preventing Global Catastrophes,Science,"This is a three-week course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. Can we predict the next pandemic? Approach public health through a multifaceted lens to study the emergence, spread, and responses to diseases. Model disease transmission to make informed public policy recommendations. This course prepares students for future studies in health sciences, public health, public policy, and business. ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120,No,$2660,07/16/2023,08/04/2023,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1080"
41,Northwestern University,Center for Talent Development,Spanish I Honors,English & Language Arts,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.This course will introduce students to Spanish language fundamentals with emphasis on all four modes of communication: reading, writing, speaking, and listening. Culture, geography, and history of the Spanish-speaking world are woven throughout the course. ",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1128"
42,Northwestern University,Center for Talent Development,Sports Business Management,Leadership & Service,"This is a three-week course within the CTD Academic Summer Camp for Grades 9-12, meeting in-person Monday-Friday from 9am – 3 pm CDT. What does it take to run a multibillion-dollar sports team? In this fast-pitch course, we discuss league financial structures, marketing and communication strategies, legal affairs, and event management.  Consider the impact sports have on individuals, groups, and nations.  Present a research-based action plan to improve a chosen sports organization.   
OFFERED: June 25 – July 14, 2023, AND July 16 – August 4, 2023 ",Evanston,IL,,United States,No,Yes,Yes,Yes,No,No,Yes,0,07/11/2023,0,$2120 $150,No,$2660,07/16/2023,08/04/2023,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1075"
43,Northwestern University,Center for Talent Development,World History Honors,Arts & Humanities,"This is a 2 credit equivalent, flexibly paced, asynchronous Honors course within the Online Honors Program. Students can expect 6-8 hours of coursework per week and have 30-34 weeks to complete the course depending on start date.Examine world cultures from the rise of civilization through up to the present day. This course emphasizes the analysis of the universal themes of politics, economics, religions, social traditions, intellectual developments, and aesthetics to understand and look for patterns in world societies. Skills related to critical reading and writing skills, historical comprehension, chronological thinking, historical analysis, interpretation, and geographic literacy are enhanced through the use of a variety of multimedia resources including primary source documents and other historical materials.",Remote,Remote,,United States,No,Yes,Yes,Yes,No,No,Yes,0,09/01/2023,0,,Yes,$1285,09/06/2023,05/06/2024,"
95th percentile or above on a nationally normed, standardized grade-level achievement test, or
Participation in above-grade-level testing through CTD Assessment (formerly NUMATS) or similar program, or
Successful completion, within the past two years, of a previous CTD course at the same or higher admission tier and in the qualifying subject area, or 
Admission portfolio (report card or transcript, teacher recommendation, and test scores, if available).  
",9-12,"https://www.ctd.northwestern.edu/courses?grade_level=471,472,473,474&sort=alpha#1118"
